"","Accession","Description","PSM","GeneID","SED_1","SED_2","SED_3","SED_4","SED_5","SED_6","SED_7","SED_8","EX_1","EX2","EX_3","EX_4","EX_5","EX_6","EX_7","EX_8"
"1248","Q07955","Serine/arginine-rich splicing factor 1 OS=Homo sapiens OX=9606 GN=SRSF1 PE=1 SV=2",14,"SRSF1",76.9,81.2,51.3,63.3,79.7,75.6,54.8,93.2,59.4,50.9,49.3,67.7,44.3,82.7,77.4,55.3
"1249","Q14019","Coactosin-like protein OS=Homo sapiens OX=9606 GN=COTL1 PE=1 SV=3",10,"COTL1",148.3,80.5,126.6,106.9,222.8,216.3,134.2,218.9,58.1,76.5,32.8,77.1,120.3,88,92.5,63.9
"1251","P49593","Protein phosphatase 1F OS=Homo sapiens OX=9606 GN=PPM1F PE=1 SV=3",10,"PPM1F",39.2,69.6,60.4,86.5,73.2,74.3,36,93.7,52.6,38.4,32.1,41.4,36.9,55.5,40.7,35.6
"1252","Q96HC4","PDZ and LIM domain protein 5 OS=Homo sapiens OX=9606 GN=PDLIM5 PE=1 SV=5",11,"PDLIM5",139.2,135.8,104,139.4,199.9,192.5,103.9,101.5,125.2,92.5,68.6,130.5,73.7,108.5,141,84.1
"1253","Q9H8Y8","Golgi reassembly-stacking protein 2 OS=Homo sapiens OX=9606 GN=GORASP2 PE=1 SV=3",7,"GORASP2",98.8,174.3,146.2,155.2,216.4,176.4,131.4,171.9,182.2,81.7,94.9,135.1,93.7,142.1,132.6,113.8
"1254","P46734","Dual specificity mitogen-activated protein kinase kinase 3 OS=Homo sapiens OX=9606 GN=MAP2K3 PE=1 SV=2",9,"MAP2K3",26.2,43.6,35.4,71.7,74.6,102.2,30.7,74.2,37.4,22.2,20.7,29.3,31.2,31.5,30.7,18.6
"1255","Q9Y315","Deoxyribose-phosphate aldolase OS=Homo sapiens OX=9606 GN=DERA PE=1 SV=2",8,"DERA",69.2,87.1,38.6,133.2,104.1,192.5,63.5,132.1,76,36.6,36.1,58.8,58.1,69.8,72,48.3
"1256","P43251","Biotinidase OS=Homo sapiens OX=9606 GN=BTD PE=1 SV=2",8,"BTD",46.7,70.2,55.5,79.9,117.9,84.6,48.6,87.8,47,46.5,31.8,51.8,52.7,53.6,67.2,47.1
"1257","P26196","Probable ATP-dependent RNA helicase DDX6 OS=Homo sapiens OX=9606 GN=DDX6 PE=1 SV=2",8,"DDX6",25.5,37.4,32.1,38.5,42.8,34.9,28.5,10.3,38.5,23,18.5,28.2,16.4,27.3,34.3,26.8
"1258","Q9NTJ5","Phosphatidylinositol-3-phosphatase SAC1 OS=Homo sapiens OX=9606 GN=SACM1L PE=1 SV=2",11,"SACM1L",168.3,205.8,154.3,211.6,223.2,231,173.1,321.4,199.8,135,125.4,192,106.7,175.6,191.1,148.9
"1259","Q9HCU5","Prolactin regulatory element-binding protein OS=Homo sapiens OX=9606 GN=PREB PE=1 SV=2",5,"PREB",66.5,109.4,59.6,91.3,94,86.6,77.3,85.3,107.4,47.1,52.1,75.6,50.4,85.9,74.2,53.5
"1260","P48059","LIM and senescent cell antigen-like-containing domain protein 1 OS=Homo sapiens OX=9606 GN=LIMS1 PE=1 SV=4",11,"LIMS1",195.4,298.9,221.5,281.5,369.9,253.6,214.4,381.2,263.1,185.1,160.8,224.6,147.8,200.8,308,229.7
"1261","Q9H8L6","Multimerin-2 OS=Homo sapiens OX=9606 GN=MMRN2 PE=1 SV=2",10,"MMRN2",88.6,214.3,119.7,109.9,146.1,103.5,140.4,176.6,187.2,105.4,86,105.9,69.6,145.8,119.9,108.4
"1262","P15880","40S ribosomal protein S2 OS=Homo sapiens OX=9606 GN=RPS2 PE=1 SV=2",10,"RPS2",243.2,260.3,211.6,223.7,243.9,168.6,236.1,170.8,437.1,237.1,185.4,279.2,120.9,234.3,345.6,282.8
"1263","P25311","Zinc-alpha-2-glycoprotein OS=Homo sapiens OX=9606 GN=AZGP1 PE=1 SV=2",9,"AZGP1",15.5,19.5,17.8,37.6,34,33.1,15.7,37.9,16.3,10.9,8.7,9.7,17,14.6,15.6,8
"1264","O15067","Phosphoribosylformylglycinamidine synthase OS=Homo sapiens OX=9606 GN=PFAS PE=1 SV=4",8,"PFAS",13.8,18.9,15.4,27.6,31.2,47.1,16.5,33.5,14.6,11.3,8.7,15.7,16,12.9,17.7,10.9
"1265","P25685","DnaJ homolog subfamily B member 1 OS=Homo sapiens OX=9606 GN=DNAJB1 PE=1 SV=4",12,"DNAJB1",284.2,372.5,325.4,498.7,430.3,425.2,289.5,364,463.6,192.1,203.8,255.2,178.4,263.9,292.6,218.1
"1266","P42126","Enoyl-CoA delta isomerase 1, mitochondrial OS=Homo sapiens OX=9606 GN=ECI1 PE=1 SV=1",5,"ECI1",105.8,278.9,189.9,159.6,177.3,127.7,106.3,148.4,206.5,136.2,128.8,120,76,144.7,109.2,124.4
"1268","Q14011","Cold-inducible RNA-binding protein OS=Homo sapiens OX=9606 GN=CIRBP PE=1 SV=1",6,"CIRBP",96.4,142.9,115.5,142.4,189,150.4,131.1,174.1,156.4,89.2,76.8,114.4,98.8,157.3,161.1,118.1
"1269","Q9NZL9","Methionine adenosyltransferase 2 subunit beta OS=Homo sapiens OX=9606 GN=MAT2B PE=1 SV=1",8,"MAT2B",56.7,81.6,63.5,85.2,108.1,113.4,53.2,90.9,92.1,43.7,42.5,62.4,42.5,65.6,68.3,63.8
"1270","Q7L1Q6","eIF5-mimic protein 2 OS=Homo sapiens OX=9606 GN=BZW1 PE=1 SV=1",9,"BZW1",58.4,62.3,59.5,74.4,100.5,115.8,51.5,116.4,67.1,45.5,32.5,52.3,48.7,63.2,49.2,38.4
"1272","P08195","4F2 cell-surface antigen heavy chain OS=Homo sapiens OX=9606 GN=SLC3A2 PE=1 SV=3",11,"SLC3A2",59.8,195.7,99.8,60.6,62.8,54.6,76,82.1,198.1,79.9,54,62.4,39.3,61.3,64.9,109.7
"1274","Q9Y2B0","Protein canopy homolog 2 OS=Homo sapiens OX=9606 GN=CNPY2 PE=1 SV=1",10,"CNPY2",36.8,42.5,30.7,38.6,57.7,28.5,25.9,38,36.5,21,19.1,31.6,18.2,26.3,27.4,25.7
"1275","O95302","Peptidyl-prolyl cis-trans isomerase FKBP9 OS=Homo sapiens OX=9606 GN=FKBP9 PE=1 SV=2",9,"FKBP9",121.7,154.5,143.5,151.1,256.5,174.4,140.5,184.7,134.1,87.4,64.1,126.9,107.6,167.3,178.7,129.1
"1276","Q9UMR2","ATP-dependent RNA helicase DDX19B OS=Homo sapiens OX=9606 GN=DDX19B PE=1 SV=1",7,"DDX19B",68.7,91.6,78.3,114.7,111.4,108.2,68.4,111.6,98.8,61.2,50.6,77.7,51.8,80.9,78.3,50.2
"1277","P06132","Uroporphyrinogen decarboxylase OS=Homo sapiens OX=9606 GN=UROD PE=1 SV=2",8,"UROD",70.8,107.3,113.7,194.1,200.2,464.2,68.2,265.9,75.4,46.2,40,65.1,153.3,83.4,87.2,45.7
"1278","P78344","Eukaryotic translation initiation factor 4 gamma 2 OS=Homo sapiens OX=9606 GN=EIF4G2 PE=1 SV=1",6,"EIF4G2",74.8,103.9,93.5,98.5,129.2,120.4,70.1,124.8,83.5,60.9,43.5,70.1,66.4,70.2,77.1,47.4
"1279","Q9NX63","MICOS complex subunit MIC19 OS=Homo sapiens OX=9606 GN=CHCHD3 PE=1 SV=1",15,"CHCHD3",344.5,460.4,327.9,353.3,344.2,236,284.2,314.7,512.8,347.6,301,376.6,163.7,366.3,415.9,285
"1280","P02724","Glycophorin-A OS=Homo sapiens OX=9606 GN=GYPA PE=1 SV=2",13,"GYPA",60.3,45.2,29.4,152.7,88.3,338.3,34.4,31.2,54.7,25.1,26.5,23.2,92.6,36.5,52.4,21.1
"1281","P50453","Serpin B9 OS=Homo sapiens OX=9606 GN=SERPINB9 PE=1 SV=1",7,"SERPINB9",122.3,237.1,120.2,216.6,223,235.1,108.4,193.1,124.8,87.6,47.5,92.4,108.7,102.4,134.5,73.5
"1282","P62280","40S ribosomal protein S11 OS=Homo sapiens OX=9606 GN=RPS11 PE=1 SV=3",19,"RPS11",780.2,1047.2,789.2,989.5,1090.6,1083.6,755,848.7,1202.3,690.3,592.5,792.2,448.1,845.3,990.9,756.2
"1283","P35858","Insulin-like growth factor-binding protein complex acid labile subunit OS=Homo sapiens OX=9606 GN=IGFALS PE=1 SV=1",8,"IGFALS",64.9,54.5,81.2,124.2,126.1,110.2,45.1,113.1,65.4,42.4,24.8,33.5,44.1,49.2,54.5,23.5
"1284","Q99439","Calponin-2 OS=Homo sapiens OX=9606 GN=CNN2 PE=1 SV=4",7,"CNN2",65.8,39.4,38.5,50.4,81.5,117.5,55.5,143.6,37.1,42.4,21.9,44.6,50.3,45.9,52.2,33.8
"1285","Q12905","Interleukin enhancer-binding factor 2 OS=Homo sapiens OX=9606 GN=ILF2 PE=1 SV=2",10,"ILF2",130.6,214,122.1,160.3,209.2,178.1,154.1,173.6,134.2,104.8,93.7,124.4,108.5,149.1,168,127
"1286","Q8IXB3","Trafficking regulator of GLUT4 1 OS=Homo sapiens OX=9606 GN=TRARG1 PE=2 SV=2",9,"TRARG1",140.5,211.5,144,202.9,158.8,133.4,124.9,70.3,155.7,114.4,103.5,161.6,84.3,137.5,137.9,116.8
"1287","Q9UHQ9","NADH-cytochrome b5 reductase 1 OS=Homo sapiens OX=9606 GN=CYB5R1 PE=1 SV=1",14,"CYB5R1",214.2,286.6,232.4,298,359.7,411.7,219.2,379.7,270.2,171.6,156.1,205.2,185.8,212.3,267.7,186.5
"1288","O00629","Importin subunit alpha-3 OS=Homo sapiens OX=9606 GN=KPNA4 PE=1 SV=1",5,"KPNA4",34.4,43.8,36.3,47.6,47.2,54.7,37.2,57.3,42.7,26.4,16.8,30,26.1,30.4,35.9,22.2
"1289","O15031","Plexin-B2 OS=Homo sapiens OX=9606 GN=PLXNB2 PE=1 SV=3",8,"PLXNB2",95.1,133.7,82.8,123.5,153.1,126.3,78.4,142.1,109.6,70.7,55.4,86.5,76.5,78.9,106.8,63.9
"1290","Q5VVQ6","Ubiquitin thioesterase OTU1 OS=Homo sapiens OX=9606 GN=YOD1 PE=1 SV=1",12,"YOD1",92.4,129.4,131.8,326.4,264.5,647.2,84.8,307.8,93.7,59.6,70.7,64.1,168.4,92.2,85.2,47.6
"1291","Q99426","Tubulin-folding cofactor B OS=Homo sapiens OX=9606 GN=TBCB PE=1 SV=2",9,"TBCB",49.7,45.9,48.7,63,77.9,78.7,45.9,106.4,45.9,35.8,27.7,46.9,38.3,40.5,56.1,37.9
"1292","P42224","Signal transducer and activator of transcription 1-alpha/beta OS=Homo sapiens OX=9606 GN=STAT1 PE=1 SV=2",7,"STAT1",169.5,200,111,178.6,169,146.6,138.9,157,163.8,155,88.1,163.1,82.8,134.8,183,97.8
"1293","O43493","Trans-Golgi network integral membrane protein 2 OS=Homo sapiens OX=9606 GN=TGOLN2 PE=1 SV=4",9,"TGOLN2",215.1,258.8,178.6,225,335,231,222.4,328.5,273.1,160.5,109.1,236.3,134.2,231.9,277.7,195.6
"1294","O15498","Synaptobrevin homolog YKT6 OS=Homo sapiens OX=9606 GN=YKT6 PE=1 SV=1",10,"YKT6",175.4,222.5,182.1,299.8,346.9,336.8,157.7,300.1,221.1,144.7,123.8,179,165.1,172,196.7,117.4
"1295","Q96D15","Reticulocalbin-3 OS=Homo sapiens OX=9606 GN=RCN3 PE=1 SV=1",8,"RCN3",53.5,53.6,25.3,64.5,55.7,99.8,41.8,75.7,44.5,35.3,27.8,79.9,32.8,47.5,76.4,33.1
"1296","Q6UXG3","CMRF35-like molecule 9 OS=Homo sapiens OX=9606 GN=CD300LG PE=1 SV=2",9,"CD300LG",35.1,73.5,46.8,48.3,53.6,45.1,43.8,39.4,50.1,29.4,21.4,40.7,26.7,43.9,52.2,37.7
"1297","O75208","Ubiquinone biosynthesis protein COQ9, mitochondrial OS=Homo sapiens OX=9606 GN=COQ9 PE=1 SV=1",7,"COQ9",56.9,83.4,67.6,77.6,89.7,77.3,58.4,83.7,98.7,39.7,55.8,59.4,43.4,63.7,51.4,37.9
"1298","Q92804","TATA-binding protein-associated factor 2N OS=Homo sapiens OX=9606 GN=TAF15 PE=1 SV=1",9,"TAF15",319.3,419.1,284.5,332,415.1,346.2,316,337.8,445.6,225.5,271.1,325.4,187,361.3,436,280.1
"1299","Q00765","Receptor expression-enhancing protein 5 OS=Homo sapiens OX=9606 GN=REEP5 PE=1 SV=3",16,"REEP5",842.6,1110.9,702.6,1006.8,1501.2,988.7,905.5,1142.7,919.1,710.1,595.3,902.7,668.2,881.2,1165.1,798.3
"1300","P16066","Atrial natriuretic peptide receptor 1 OS=Homo sapiens OX=9606 GN=NPR1 PE=1 SV=1",7,"NPR1",24.9,71.5,50.4,45.8,46,39.1,41.1,38.4,58.4,32,32.9,41.9,19.4,31.4,35.8,47.5
"1301","Q9Y376","Calcium-binding protein 39 OS=Homo sapiens OX=9606 GN=CAB39 PE=1 SV=1",8,"CAB39",35.3,52.6,47.6,66.9,82.7,86.5,36.1,87.2,44.8,34.5,18.9,33.5,44,39,43,29.9
"1302","Q92629","Delta-sarcoglycan OS=Homo sapiens OX=9606 GN=SGCD PE=1 SV=2",8,"SGCD",67.4,76.1,50.2,65.7,118.1,48.7,53.1,94,66.6,30.8,27.1,83.7,44.8,46.3,49.8,40.3
"1303","P11279","Lysosome-associated membrane glycoprotein 1 OS=Homo sapiens OX=9606 GN=LAMP1 PE=1 SV=3",10,"LAMP1",234.5,247.3,178.9,185.8,307.1,186.3,223.6,272.8,192.7,157.5,116.4,262.2,150.4,209.3,287.4,217.7
"1304","Q9BZF9","Uveal autoantigen with coiled-coil domains and ankyrin repeats OS=Homo sapiens OX=9606 GN=UACA PE=1 SV=2",11,"UACA",88.4,117.7,83.4,100.4,105.3,90.2,79.5,117.8,97.9,73,60.5,84.7,58.8,83.4,112,76.5
"1305","P09497","Clathrin light chain B OS=Homo sapiens OX=9606 GN=CLTB PE=1 SV=1",13,"CLTB",271,362.6,283.7,308.7,432.7,281.2,277,354.9,312.3,210.6,194.3,304.5,174.5,296.7,326.2,217.2
"1306","P30405","Peptidyl-prolyl cis-trans isomerase F, mitochondrial OS=Homo sapiens OX=9606 GN=PPIF PE=1 SV=1",12,"PPIF",72.9,114.5,88.9,76.2,114.5,114,69.1,187.8,163.1,66.3,82.3,82.2,54.3,72.8,75.8,54.1
"1307","O60504","Vinexin OS=Homo sapiens OX=9606 GN=SORBS3 PE=1 SV=2",13,"SORBS3",170.8,242.3,173.8,215.2,253.5,307.6,178.8,410.1,180.7,115.4,116.3,174.8,125.8,201.1,256.9,180.9
"1308","P14854","Cytochrome c oxidase subunit 6B1 OS=Homo sapiens OX=9606 GN=COX6B1 PE=1 SV=2",7,"COX6B1",50.3,95.6,67.9,56.3,66.6,42.8,56.1,69.7,106.6,48,55.4,69.5,30.5,65,81.9,67.4
"1309","P18859","ATP synthase-coupling factor 6, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PF PE=1 SV=1",7,"ATP5PF",51,96.2,68.5,75.2,104.4,72.3,60.7,91.6,111.4,63.4,56.3,71.5,39.7,68.4,81.3,56.7
"1310","P78347","General transcription factor II-I OS=Homo sapiens OX=9606 GN=GTF2I PE=1 SV=2",8,"GTF2I",16.9,21.5,15.1,21.2,25.9,18.8,16.4,16.2,26.5,11.7,13.7,16.5,8.6,19.5,22.1,16.4
"1311","Q7Z434","Mitochondrial antiviral-signaling protein OS=Homo sapiens OX=9606 GN=MAVS PE=1 SV=2",9,"MAVS",67.7,117,92.6,97.3,117.8,118.3,72.9,107.2,114.5,65.7,59.2,80.7,57.9,70.3,90,73
"1312","Q9UEY8","Gamma-adducin OS=Homo sapiens OX=9606 GN=ADD3 PE=1 SV=1",11,"ADD3",87,139.6,90.8,107,117.3,136.8,89.6,150.8,112.5,84.1,69.6,116.7,55.3,87.1,116.7,96.3
"1313","P05198","Eukaryotic translation initiation factor 2 subunit 1 OS=Homo sapiens OX=9606 GN=EIF2S1 PE=1 SV=3",12,"EIF2S1",103.8,141.2,114.6,155.2,166.1,172.7,104.8,169.8,130.9,78.7,73.3,97.6,82.3,95.9,109.1,88
"1314","Q9Y6W5","Actin-binding protein WASF2 OS=Homo sapiens OX=9606 GN=WASF2 PE=1 SV=3",10,"WASF2",34.4,46.7,39.7,42.8,53.7,54.8,33.9,56.4,38.6,28.9,20.2,32.5,25.2,35.7,39.5,21.4
"1315","Q16798","NADP-dependent malic enzyme, mitochondrial OS=Homo sapiens OX=9606 GN=ME3 PE=1 SV=2",11,"ME3",43.2,75.4,54.6,78.3,76.7,47.6,50.9,70.5,57.5,57.2,39.1,56.5,29.7,46.8,46.7,36.3
"1317","P13747","HLA class I histocompatibility antigen, alpha chain E OS=Homo sapiens OX=9606 GN=HLA-E PE=1 SV=4",7,"HLA-E",9,27.8,18.7,37.4,34.2,61.7,13.9,40.4,8.8,5,5.2,7.2,21.7,21.2,19.4,14
"1318","Q92530","Proteasome inhibitor PI31 subunit OS=Homo sapiens OX=9606 GN=PSMF1 PE=1 SV=2",8,"PSMF1",178.6,165.3,200.6,439.4,403.6,678.7,155.4,510.3,174.6,99.3,109.4,119.4,190.6,140,144.8,104.1
"1319","Q9UBX5","Fibulin-5 OS=Homo sapiens OX=9606 GN=FBLN5 PE=1 SV=1",10,"FBLN5",34.5,30.2,38,41.5,39.9,35.3,33.4,75.5,44.2,35.6,44.4,34.4,33.7,31.5,33.3,29.8
"1320","P08185","Corticosteroid-binding globulin OS=Homo sapiens OX=9606 GN=SERPINA6 PE=1 SV=1",10,"SERPINA6",200.1,356.4,374.3,635.5,484.9,448.3,172.7,388.7,279.3,325.8,87.3,131.4,235.8,198.1,251.4,119.5
"1321","P46781","40S ribosomal protein S9 OS=Homo sapiens OX=9606 GN=RPS9 PE=1 SV=3",13,"RPS9",175.9,243.9,176.1,207.3,257,196.9,181.2,238.3,287.7,147.2,143.4,206.2,110.6,186,236.1,167.1
"1322","P05114","Non-histone chromosomal protein HMG-14 OS=Homo sapiens OX=9606 GN=HMGN1 PE=1 SV=3",8,"HMGN1",61.4,89.8,56.8,51.1,78.4,77.3,66.4,113.3,80.4,44.1,43.5,54.7,34.9,71.3,68.8,49.5
"1323","P08473","Neprilysin OS=Homo sapiens OX=9606 GN=MME PE=1 SV=2",10,"MME",33.1,109.5,47.4,60.2,84.4,72.8,81.7,70.3,150.1,38,38.2,45,39,72.5,55.2,64.7
"1325","Q9UIA9","Exportin-7 OS=Homo sapiens OX=9606 GN=XPO7 PE=1 SV=3",12,"XPO7",60.4,85.6,73.4,128.8,126.9,199.1,50.9,121.8,71,47.7,34.3,44.1,76.5,58.6,57.8,40.6
"1326","P62316","Small nuclear ribonucleoprotein Sm D2 OS=Homo sapiens OX=9606 GN=SNRPD2 PE=1 SV=1",11,"SNRPD2",101.8,168,104.1,124.7,138.8,133.6,129.1,136.1,134.6,87.7,86.8,113.1,78,134.5,140.6,106.3
"1327","P27144","Adenylate kinase 4, mitochondrial OS=Homo sapiens OX=9606 GN=AK4 PE=1 SV=1",9,"AK4",351.9,600.3,394.5,393,245.9,169.1,208.7,224.7,668.8,402.7,392.3,498.7,149.4,232.5,359.5,240.8
"1328","Q8TAT6","Nuclear protein localization protein 4 homolog OS=Homo sapiens OX=9606 GN=NPLOC4 PE=1 SV=3",8,"NPLOC4",54.5,57.5,57.9,70.4,68.3,56.8,51.3,74.6,66.2,34.1,37.9,50.1,36.6,52.6,52.6,44.8
"1329","Q9H7C9","Mth938 domain-containing protein OS=Homo sapiens OX=9606 GN=AAMDC PE=1 SV=1",9,"AAMDC",119.1,83.2,73.7,151.8,166,120.3,86.1,107.5,79.5,111.5,82.7,140.6,70,122.8,132.2,106.6
"1330","Q9H479","Fructosamine-3-kinase OS=Homo sapiens OX=9606 GN=FN3K PE=1 SV=1",8,"FN3K",95.5,125.7,105.4,158.9,157.2,175.8,105.7,165.9,142.7,86.5,75.7,95.4,112.4,109.9,99.7,75.4
"1332","P06703","Protein S100-A6 OS=Homo sapiens OX=9606 GN=S100A6 PE=1 SV=1",30,"S100A6",394.1,403.5,306.7,557.9,1117.7,1092.7,321.2,715,443.5,277.4,213.3,401.9,426.8,420,490.2,393.6
"1333","P18621","60S ribosomal protein L17 OS=Homo sapiens OX=9606 GN=RPL17 PE=1 SV=3",14,"RPL17",202,263.8,184.2,207.4,285.8,248.7,201.4,282.3,155.4,148.7,163.3,169.6,113.2,224.1,225.4,155.6
"1334","Q9H0R4","Haloacid dehalogenase-like hydrolase domain-containing protein 2 OS=Homo sapiens OX=9606 GN=HDHD2 PE=1 SV=1",7,"HDHD2",46.9,93.3,88.9,138.1,120.9,140.7,57.1,115.3,67.2,38.9,43,56.4,63.4,67.3,53.4,46
"1336","P61313","60S ribosomal protein L15 OS=Homo sapiens OX=9606 GN=RPL15 PE=1 SV=2",9,"RPL15",137.6,280.4,173.3,214.6,238.3,151.9,160.6,151.2,281.6,129.2,117,165.7,104.7,165.2,234.2,197.1
"1337","P62714","Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform OS=Homo sapiens OX=9606 GN=PPP2CB PE=1 SV=1",7,"PPP2CB",96.7,150.1,113.2,176.8,197.8,252.7,78,217.7,74.1,63.2,43.9,64.7,125.5,74.3,104.4,58.6
"1338","Q9Y6B6","GTP-binding protein SAR1b OS=Homo sapiens OX=9606 GN=SAR1B PE=1 SV=1",9,"SAR1B",30.1,38.3,44.5,41.3,45.3,28.3,33,20.9,47.2,35.3,27.3,45.4,16.7,39.3,42.4,29.1
"1339","O15127","Secretory carrier-associated membrane protein 2 OS=Homo sapiens OX=9606 GN=SCAMP2 PE=1 SV=2",5,"SCAMP2",37.9,55.5,37.7,51.4,87.6,78.1,58.6,80.5,81.3,30.3,21,54.1,42.3,51,55.1,46.8
"1340","Q5VYK3","Proteasome adapter and scaffold protein ECM29 OS=Homo sapiens OX=9606 GN=ECPAS PE=1 SV=2",8,"ECPAS",25.6,41.5,30.8,52,58.2,75,33.5,54.1,33.1,24.9,13.2,26.6,33.6,30.5,46,20.9
"1342","P45954","Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADSB PE=1 SV=1",8,"ACADSB",43,84,72.1,74.8,72.4,57.5,49.5,63.9,92.9,48.2,44.1,63.1,31.7,62,61.8,56.6
"1343","Q15006","ER membrane protein complex subunit 2 OS=Homo sapiens OX=9606 GN=EMC2 PE=1 SV=1",7,"EMC2",18.4,29.7,24.1,26.1,33.4,41.6,18.9,53.6,18.3,15.2,7.1,11.3,18.9,22.4,17.5,14
"1344","P49721","Proteasome subunit beta type-2 OS=Homo sapiens OX=9606 GN=PSMB2 PE=1 SV=1",11,"PSMB2",253.1,382.6,289.5,442.4,468.2,691.5,247.4,640.4,417.2,229.6,249.7,258.2,284.1,327.3,327.4,219.5
"1345","P06454","Prothymosin alpha OS=Homo sapiens OX=9606 GN=PTMA PE=1 SV=2",15,"PTMA",255.3,423,316.1,321.6,582.2,452.3,344.3,462.5,433.3,222.9,221.7,310.4,218.8,504.4,381.3,365.1
"1346","Q15642","Cdc42-interacting protein 4 OS=Homo sapiens OX=9606 GN=TRIP10 PE=1 SV=3",9,"TRIP10",93.5,135.5,97,133.1,195.7,164.3,103.5,172,115.1,75.6,69.6,97.3,81.4,102.4,136.2,86.2
"1347","Q15046","Lysine--tRNA ligase OS=Homo sapiens OX=9606 GN=KARS1 PE=1 SV=3",10,"KARS1",51.5,92.3,54.4,74.9,82.6,70.4,62.2,45.7,80.6,26.8,44.9,60.7,29.9,72.5,47.7,54.2
"1348","Q9Y5S2","Serine/threonine-protein kinase MRCK beta OS=Homo sapiens OX=9606 GN=CDC42BPB PE=1 SV=2",8,"CDC42BPB",52.9,79.2,54.7,57.2,79.1,59.3,60,79.8,69.5,38.8,31.8,54,38.1,53.6,60.5,46.1
"1349","Q8NBJ7","Inactive C-alpha-formylglycine-generating enzyme 2 OS=Homo sapiens OX=9606 GN=SUMF2 PE=1 SV=2",8,"SUMF2",83.6,151.8,122.7,136.1,205.7,173.1,153.2,215.6,154.5,81.2,62.4,112.5,103.6,130,139.4,100.4
"1350","P18428","Lipopolysaccharide-binding protein OS=Homo sapiens OX=9606 GN=LBP PE=1 SV=3",5,"LBP",17.7,21.2,11.2,32.4,49.6,35.9,10.1,40.2,20.7,23.1,5.1,11.7,19.6,14.5,23.5,8.7
"1351","P02776","Platelet factor 4 OS=Homo sapiens OX=9606 GN=PF4 PE=1 SV=2",11,"PF4",392.5,266.9,250.6,481.7,700.7,942.4,291.4,1778.5,224.2,309.6,100.3,215.1,418.8,218.4,290.9,106.4
"1352","Q9BY43","Charged multivesicular body protein 4a OS=Homo sapiens OX=9606 GN=CHMP4A PE=1 SV=3",9,"CHMP4A",80.1,89.6,85.1,152.3,124.1,181.2,73.9,167.5,93.3,44,46.9,64.1,54.2,67.9,74.4,50.5
"1353","Q68EM7","Rho GTPase-activating protein 17 OS=Homo sapiens OX=9606 GN=ARHGAP17 PE=1 SV=1",6,"ARHGAP17",46.8,58.2,40.3,51.4,63.1,63.2,50.2,52.9,51.8,34.8,37.3,43.2,28.1,37.5,40.9,43.8
"1355","Q9NUJ1","Palmitoyl-protein thioesterase ABHD10, mitochondrial OS=Homo sapiens OX=9606 GN=ABHD10 PE=1 SV=1",5,"ABHD10",42.6,76.5,53.5,58.8,69.8,59.4,50,59.1,80.2,38.8,42.6,55.5,30.1,58.7,45,45
"1356","O60669","Monocarboxylate transporter 2 OS=Homo sapiens OX=9606 GN=SLC16A7 PE=1 SV=2",11,"SLC16A7",188.1,534.2,314.5,326.5,284.2,159.2,245.4,200.2,499.4,215.5,276.6,247.8,122.2,244.5,265.5,231
"1357","O95573","Fatty acid CoA ligase Acsl3 OS=Homo sapiens OX=9606 GN=ACSL3 PE=1 SV=3",7,"ACSL3",44.4,51.1,43.3,59.3,53.4,54.3,42.9,46,48,38.5,35.6,43,29.5,39,60.1,42.2
"1358","O15145","Actin-related protein 2/3 complex subunit 3 OS=Homo sapiens OX=9606 GN=ARPC3 PE=1 SV=3",8,"ARPC3",316.4,343.5,260.6,329.2,480.1,421.8,242,535.4,293.3,218.3,152,299.3,215.7,286.1,312.8,218.5
"1359","P46060","Ran GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=RANGAP1 PE=1 SV=1",8,"RANGAP1",45.8,78.9,64,100.8,107.2,147.6,63.4,128.8,70.6,47.4,39.9,51.7,54.4,76.9,56.9,44.1
"1360","Q9UBS4","DnaJ homolog subfamily B member 11 OS=Homo sapiens OX=9606 GN=DNAJB11 PE=1 SV=1",7,"DNAJB11",28.1,36.7,24.9,45.3,52.3,41.6,38.3,33.3,33.9,22.5,18.8,27.3,18.3,31.6,34.9,29.2
"1362","Q13464","Rho-associated protein kinase 1 OS=Homo sapiens OX=9606 GN=ROCK1 PE=1 SV=1",10,"ROCK1",34,50.1,40,40.6,58.6,58.2,31.4,110.3,40.1,24.8,17.5,42.2,33.1,37.5,42.6,20
"1363","Q00688","Peptidyl-prolyl cis-trans isomerase FKBP3 OS=Homo sapiens OX=9606 GN=FKBP3 PE=1 SV=1",6,"FKBP3",74.4,101.8,75.5,94.9,119.2,95.8,68.1,92.5,111.5,51.3,65,70.9,51.1,73.3,89.2,71.8
"1364","P39019","40S ribosomal protein S19 OS=Homo sapiens OX=9606 GN=RPS19 PE=1 SV=2",12,"RPS19",102.1,142.1,98.3,107.4,135.4,110.6,117.8,123.2,150.3,94.4,88.2,125,69,127.6,144.6,100.2
